Barris	Nacionalitat	Total	Genere
Sarria	Paraguai	6	Home
les Tres Torres	Paraguai	5	Home
Sant Gervasi-la Bonanova	Paraguai	4	Home
Sant Gervasi- Galvany	Paraguai	9	Home
el Putxet i el Farro	Paraguai	20	Home
Vallcarca i els Penitents	Paraguai	13	Home
el Coll	Paraguai	10	Home
la Salut	Paraguai	6	Home
la Vila de Gracia	Paraguai	29	Home
el Campden Grassot i Gracia Nova	Paraguai	10	Home
el Baix Guinardo	Paraguai	36	Home
Can Baro	Paraguai	5	Home
el Guinardo	Paraguai	76	Home
la Font d en Fargues	Paraguai	4	Home
el Carmel	Paraguai	44	Home
la Teixonera	Paraguai	19	Home
Sant Genis dels Agudells	Paraguai	15	Home
Montbau	Paraguai	8	Home
la Vall d Hebron	Paraguai	5	Home
la Clota	Paraguai	0	Home
Horta	Paraguai	16	Home
Vilapicina i la Torre Llobeta	Paraguai	34	Home
Porta	Paraguai	45	Home
el Turo de la Peira	Paraguai	27	Home
Can Peguera	Paraguai	0	Home
la Guineueta	Paraguai	21	Home
Canyelles	Paraguai	6	Home
les Roquetes	Paraguai	30	Home
Verdun	Paraguai	17	Home
la Prosperitat	Paraguai	11	Home
la Trinitat Nova	Paraguai	10	Home
Torre Baro	Paraguai	4	Home
Ciutat Meridiana	Paraguai	12	Home
Vallbona	Paraguai	1	Home
la Trinitat Vella	Paraguai	14	Home
Baro de Viver	Paraguai	0	Home
el Bon Pastor	Paraguai	5	Home
Sant Andreu	Paraguai	30	Home
la Sagrera	Paraguai	18	Home
el Congres i els Indians	Paraguai	20	Home
Navas	Paraguai	16	Home
el Camp del Arpa del Clot	Paraguai	31	Home
el Clot	Paraguai	27	Home
el Parcila Llacuna del Poblenou	Paraguai	20	Home
la Vila Olimpica del Poblenou	Paraguai	1	Home
el Poblenou	Paraguai	20	Home
Diagonal Mariel Front Maritim del Poblenou	Paraguai	2	Home
el Besos i el Maresme	Paraguai	8	Home
Provençals del Poblenou	Paraguai	10	Home
Sant Marti de Provençals	Paraguai	12	Home
la Verneda i la Pau	Paraguai	20	Home
el Raval	Cuba	40	Home
el Barri Gotic	Cuba	26	Home
la Barceloneta	Cuba	29	Home
Sant Pere Santa Caterina i la Ribera	Cuba	13	Home
el Fort Pienc	Cuba	24	Home
la Sagrada Familia	Cuba	35	Home
la Dreta del Eixample	Cuba	33	Home
l Antiga Esquerra del Eixample	Cuba	42	Home
la Nova Esquerra del Eixample	Cuba	55	Home
Sant Antoni	Cuba	33	Home
el Poble Sec- A E I Parc Montjuïc	Cuba	34	Home
la Marina del Prat Vermell- A E I Zona Franca	Cuba	0	Home
la Marina de Port	Cuba	22	Home
la Font de la Guatlla	Cuba	6	Home
Hostafrancs	Cuba	14	Home
la Bordeta	Cuba	15	Home
Sants- Badal	Cuba	11	Home
Sants	Cuba	39	Home
les Corts	Cuba	20	Home
la Maternitat i Sant Ramon	Cuba	10	Home
Pedralbes	Cuba	1	Home
Vallvidrerael Tibidabo i les Planes	Cuba	0	Home
Sarria	Cuba	4	Home
les Tres Torres	Cuba	5	Home
Sant Gervasi-la Bonanova	Cuba	6	Home
Sant Gervasi- Galvany	Cuba	12	Home
el Putxet i el Farro	Cuba	15	Home
Vallcarca i els Penitents	Cuba	6	Home
el Coll	Cuba	6	Home
la Salut	Cuba	7	Home
la Vila de Gracia	Cuba	23	Home
el Campden Grassot i Gracia Nova	Cuba	21	Home
el Baix Guinardo	Cuba	26	Home
Can Baro	Cuba	7	Home
el Guinardo	Cuba	24	Home
la Font d en Fargues	Cuba	7	Home
el Carmel	Cuba	15	Home
la Teixonera	Cuba	5	Home
Sant Genis dels Agudells	Cuba	2	Home
Montbau	Cuba	2	Home
la Vall d Hebron	Cuba	2	Home
la Clota	Cuba	1	Home
Horta	Cuba	22	Home
Vilapicina i la Torre Llobeta	Cuba	21	Home
Porta	Cuba	16	Home
el Turo de la Peira	Cuba	10	Home
Can Peguera	Cuba	3	Home
la Guineueta	Cuba	11	Home
Canyelles	Cuba	2	Home
les Roquetes	Cuba	5	Home
Verdun	Cuba	14	Home
la Prosperitat	Cuba	30	Home
la Trinitat Nova	Cuba	0	Home
Torre Baro	Cuba	2	Home
Ciutat Meridiana	Cuba	1	Home
Vallbona	Cuba	2	Home
la Trinitat Vella	Cuba	6	Home
Baro de Viver	Cuba	1	Home
el Bon Pastor	Cuba	6	Home
Sant Andreu	Cuba	26	Home
la Sagrera	Cuba	19	Home
el Congres i els Indians	Cuba	17	Home
Navas	Cuba	18	Home
el Camp del Arpa del Clot	Cuba	26	Home
el Clot	Cuba	10	Home
el Parcila Llacuna del Poblenou	Cuba	9	Home
la Vila Olimpica del Poblenou	Cuba	4	Home
el Poblenou	Cuba	16	Home
Diagonal Mariel Front Maritim del Poblenou	Cuba	11	Home
el Besos i el Maresme	Cuba	19	Home
Provençals del Poblenou	Cuba	14	Home
Sant Marti de Provençals	Cuba	9	Home
la Verneda i la Pau	Cuba	20	Home
el Raval	ElSalvador	24	Home
el Barri Gotic	ElSalvador	21	Home
la Barceloneta	ElSalvador	5	Home
Sant Pere Santa Caterina i la Ribera	ElSalvador	9	Home
el Fort Pienc	ElSalvador	6	Home
la Sagrada Familia	ElSalvador	14	Home
la Dreta del Eixample	ElSalvador	10	Home
l Antiga Esquerra del Eixample	ElSalvador	14	Home
la Nova Esquerra del Eixample	ElSalvador	24	Home
Sant Antoni	ElSalvador	15	Home
el Poble Sec- A E I Parc Montjuïc	ElSalvador	32	Home
la Marina del Prat Vermell- A E I Zona Franca	ElSalvador	0	Home
la Marina de Port	ElSalvador	12	Home
la Font de la Guatlla	ElSalvador	6	Home
Hostafrancs	ElSalvador	5	Home
la Bordeta	ElSalvador	6	Home
Sants- Badal	ElSalvador	25	Home
Sants	ElSalvador	37	Home
les Corts	ElSalvador	14	Home
la Maternitat i Sant Ramon	ElSalvador	6	Home
Pedralbes	ElSalvador	12	Home
Vallvidrerael Tibidabo i les Planes	ElSalvador	0	Home
Sarria	ElSalvador	9	Home
les Tres Torres	ElSalvador	4	Home
Sant Gervasi-la Bonanova	ElSalvador	5	Home
Sant Gervasi- Galvany	ElSalvador	11	Home
el Putxet i el Farro	ElSalvador	8	Home
Vallcarca i els Penitents	ElSalvador	1	Home
el Coll	ElSalvador	2	Home
la Salut	ElSalvador	7	Home
la Vila de Gracia	ElSalvador	16	Home
el Campden Grassot i Gracia Nova	ElSalvador	8	Home
el Baix Guinardo	ElSalvador	10	Home
Can Baro	ElSalvador	1	Home
el Guinardo	ElSalvador	25	Home
la Font d en Fargues	ElSalvador	5	Home
el Carmel	ElSalvador	37	Home
la Teixonera	ElSalvador	26	Home
Sant Genis dels Agudells	ElSalvador	4	Home
Montbau	ElSalvador	3	Home
la Vall d Hebron	ElSalvador	0	Home
la Clota	ElSalvador	0	Home
Horta	ElSalvador	18	Home
Vilapicina i la Torre Llobeta	ElSalvador	29	Home
Porta	ElSalvador	21	Home
el Turo de la Peira	ElSalvador	16	Home
Can Peguera	ElSalvador	1	Home
la Guineueta	ElSalvador	1	Home
Canyelles	ElSalvador	4	Home
les Roquetes	ElSalvador	17	Home
Verdun	ElSalvador	9	Home
la Prosperitat	ElSalvador	26	Home
la Trinitat Nova	ElSalvador	10	Home
Torre Baro	ElSalvador	5	Home
Ciutat Meridiana	ElSalvador	4	Home
Vallbona	ElSalvador	0	Home
la Trinitat Vella	ElSalvador	14	Home
Baro de Viver	ElSalvador	0	Home
el Bon Pastor	ElSalvador	14	Home
Sant Andreu	ElSalvador	20	Home
la Sagrera	ElSalvador	11	Home
el Congres i els Indians	ElSalvador	7	Home
Navas	ElSalvador	8	Home
el Camp del Arpa del Clot	ElSalvador	10	Home
el Clot	ElSalvador	6	Home
el Parcila Llacuna del Poblenou	ElSalvador	7	Home
la Vila Olimpica del Poblenou	ElSalvador	0	Home
el Poblenou	ElSalvador	6	Home
Diagonal Mariel Front Maritim del Poblenou	ElSalvador	0	Home
el Besos i el Maresme	ElSalvador	18	Home
Provençals del Poblenou	ElSalvador	6	Home
Sant Marti de Provençals	ElSalvador	4	Home
la Verneda i la Pau	ElSalvador	2	Home
el Raval	Uruguai	34	Home
el Barri Gotic	Uruguai	18	Home
la Barceloneta	Uruguai	24	Home
Sant Pere Santa Caterina i la Ribera	Uruguai	30	Home
el Fort Pienc	Uruguai	19	Home
la Sagrada Familia	Uruguai	34	Home
la Dreta del Eixample	Uruguai	29	Home
l Antiga Esquerra del Eixample	Uruguai	20	Home
la Nova Esquerra del Eixample	Uruguai	22	Home
Sant Antoni	Uruguai	13	Home
el Poble Sec- A E I Parc Montjuïc	Uruguai	18	Home
la Marina del Prat Vermell- A E I Zona Franca	Uruguai	1	Home
la Marina de Port	Uruguai	15	Home
la Font de la Guatlla	Uruguai	7	Home
Hostafrancs	Uruguai	10	Home
la Bordeta	Uruguai	12	Home
Sants- Badal	Uruguai	7	Home
Sants	Uruguai	26	Home
les Corts	Uruguai	15	Home
la Maternitat i Sant Ramon	Uruguai	10	Home
Pedralbes	Uruguai	5	Home
Vallvidrerael Tibidabo i les Planes	Uruguai	1	Home
Sarria	Uruguai	0	Home
les Tres Torres	Uruguai	3	Home
Sant Gervasi-la Bonanova	Uruguai	7	Home
Sant Gervasi- Galvany	Uruguai	10	Home
el Putxet i el Farro	Uruguai	12	Home
Vallcarca i els Penitents	Uruguai	5	Home
el Coll	Uruguai	3	Home
la Salut	Uruguai	10	Home
la Vila de Gracia	Uruguai	27	Home
el Campden Grassot i Gracia Nova	Uruguai	15	Home
el Baix Guinardo	Uruguai	23	Home
Can Baro	Uruguai	3	Home
el Guinardo	Uruguai	9	Home
la Font d en Fargues	Uruguai	2	Home
el Carmel	Uruguai	16	Home
la Teixonera	Uruguai	9	Home
Sant Genis dels Agudells	Uruguai	2	Home
Montbau	Uruguai	4	Home
la Vall d Hebron	Uruguai	1	Home
la Clota	Uruguai	0	Home
Horta	Uruguai	8	Home
Vilapicina i la Torre Llobeta	Uruguai	2	Home
Porta	Uruguai	7	Home
el Turo de la Peira	Uruguai	2	Home
Can Peguera	Uruguai	3	Home
la Guineueta	Uruguai	2	Home
Canyelles	Uruguai	2	Home
les Roquetes	Uruguai	8	Home
Verdun	Uruguai	7	Home
la Prosperitat	Uruguai	18	Home
la Trinitat Nova	Uruguai	2	Home
Torre Baro	Uruguai	3	Home
Ciutat Meridiana	Uruguai	3	Home
Vallbona	Uruguai	0	Home
la Trinitat Vella	Uruguai	10	Home
Baro de Viver	Uruguai	0	Home
el Bon Pastor	Uruguai	7	Home
Sant Andreu	Uruguai	21	Home
la Sagrera	Uruguai	12	Home
el Congres i els Indians	Uruguai	7	Home
Navas	Uruguai	12	Home
el Camp del Arpa del Clot	Uruguai	30	Home
el Clot	Uruguai	18	Home
el Parcila Llacuna del Poblenou	Uruguai	9	Home
la Vila Olimpica del Poblenou	Uruguai	4	Home
el Poblenou	Uruguai	16	Home
Diagonal Mariel Front Maritim del Poblenou	Uruguai	7	Home
el Besos i el Maresme	Uruguai	8	Home
Provençals del Poblenou	Uruguai	11	Home
Sant Marti de Provençals	Uruguai	9	Home
la Verneda i la Pau	Uruguai	15	Home
el Raval	Resta_America	63	Home
el Barri Gotic	Resta_America	47	Home
la Barceloneta	Resta_America	26	Home
Sant Pere Santa Caterina i la Ribera	Resta_America	45	Home
el Fort Pienc	Resta_America	36	Home
la Sagrada Familia	Resta_America	56	Home
la Dreta del Eixample	Resta_America	63	Home
l Antiga Esquerra del Eixample	Resta_America	81	Home
la Nova Esquerra del Eixample	Resta_America	76	Home
Sant Antoni	Resta_America	44	Home
el Poble Sec- A E I Parc Montjuïc	Resta_America	33	Home
la Marina del Prat Vermell- A E I Zona Franca	Resta_America	0	Home
la Marina de Port	Resta_America	9	Home
la Font de la Guatlla	Resta_America	13	Home
Hostafrancs	Resta_America	14	Home
la Bordeta	Resta_America	7	Home
Sants- Badal	Resta_America	20	Home
Sants	Resta_America	32	Home
les Corts	Resta_America	35	Home
la Maternitat i Sant Ramon	Resta_America	18	Home
Pedralbes	Resta_America	15	Home
Vallvidrerael Tibidabo i les Planes	Resta_America	2	Home
Sarria	Resta_America	18	Home
les Tres Torres	Resta_America	4	Home
Sant Gervasi-la Bonanova	Resta_America	15	Home
Sant Gervasi- Galvany	Resta_America	29	Home
el Putxet i el Farro	Resta_America	19	Home
Vallcarca i els Penitents	Resta_America	16	Home
el Coll	Resta_America	3	Home
la Salut	Resta_America	13	Home
la Vila de Gracia	Resta_America	69	Home
el Campden Grassot i Gracia Nova	Resta_America	26	Home
el Baix Guinardo	Resta_America	15	Home
Can Baro	Resta_America	14	Home
el Guinardo	Resta_America	15	Home
la Font d en Fargues	Resta_America	2	Home
el Carmel	Resta_America	15	Home
la Teixonera	Resta_America	6	Home
Sant Genis dels Agudells	Resta_America	12	Home
Montbau	Resta_America	4	Home
la Vall d Hebron	Resta_America	1	Home
la Clota	Resta_America	0	Home
Horta	Resta_America	23	Home
Vilapicina i la Torre Llobeta	Resta_America	10	Home
Porta	Resta_America	15	Home
el Turo de la Peira	Resta_America	14	Home
Can Peguera	Resta_America	1	Home
la Guineueta	Resta_America	10	Home
Canyelles	Resta_America	0	Home
les Roquetes	Resta_America	12	Home
Verdun	Resta_America	6	Home
la Prosperitat	Resta_America	8	Home
la Trinitat Nova	Resta_America	4	Home
Torre Baro	Resta_America	1	Home
Ciutat Meridiana	Resta_America	6	Home
Vallbona	Resta_America	1	Home
la Trinitat Vella	Resta_America	9	Home
Baro de Viver	Resta_America	0	Home
el Bon Pastor	Resta_America	9	Home
Sant Andreu	Resta_America	16	Home
la Sagrera	Resta_America	15	Home
el Congres i els Indians	Resta_America	9	Home
Navas	Resta_America	5	Home
el Camp del Arpa del Clot	Resta_America	36	Home
el Clot	Resta_America	24	Home
el Parcila Llacuna del Poblenou	Resta_America	19	Home
la Vila Olimpica del Poblenou	Resta_America	9	Home
el Poblenou	Resta_America	17	Home
Diagonal Mariel Front Maritim del Poblenou	Resta_America	13	Home
el Besos i el Maresme	Resta_America	4	Home
Provençals del Poblenou	Resta_America	6	Home
Sant Marti de Provençals	Resta_America	14	Home
la Verneda i la Pau	Resta_America	17	Home
el Raval	Xina	163	Home
el Barri Gotic	Xina	72	Home
la Barceloneta	Xina	25	Home
Sant Pere Santa Caterina i la Ribera	Xina	160	Home
el Fort Pienc	Xina	657	Home
la Sagrada Familia	Xina	548	Home
la Dreta del Eixample	Xina	290	Home
l Antiga Esquerra del Eixample	Xina	336	Home
la Nova Esquerra del Eixample	Xina	601	Home
Sant Antoni	Xina	389	Home
el Poble Sec- A E I Parc Montjuïc	Xina	223	Home
la Marina del Prat Vermell- A E I Zona Franca	Xina	14	Home
la Marina de Port	Xina	350	Home
la Font de la Guatlla	Xina	78	Home
Hostafrancs	Xina	143	Home
la Bordeta	Xina	134	Home
Sants- Badal	Xina	182	Home
Sants	Xina	258	Home
les Corts	Xina	272	Home
la Maternitat i Sant Ramon	Xina	99	Home
Pedralbes	Xina	42	Home
Vallvidrerael Tibidabo i les Planes	Xina	2	Home
Sarria	Xina	57	Home
les Tres Torres	Xina	20	Home
Sant Gervasi-la Bonanova	Xina	123	Home
Sant Gervasi- Galvany	Xina	90	Home
el Putxet i el Farro	Xina	86	Home
Vallcarca i els Penitents	Xina	48	Home
el Coll	Xina	3	Home
la Salut	Xina	47	Home
la Vila de Gracia	Xina	171	Home
el Campden Grassot i Gracia Nova	Xina	167	Home
el Baix Guinardo	Xina	131	Home
Can Baro	Xina	40	Home
el Guinardo	Xina	135	Home
la Font d en Fargues	Xina	8	Home
el Carmel	Xina	89	Home
la Teixonera	Xina	14	Home
Sant Genis dels Agudells	Xina	19	Home
Montbau	Xina	7	Home
la Vall d Hebron	Xina	6	Home
la Clota	Xina	0	Home
Horta	Xina	111	Home
Vilapicina i la Torre Llobeta	Xina	221	Home
Porta	Xina	129	Home
el Turo de la Peira	Xina	71	Home
Can Peguera	Xina	3	Home
la Guineueta	Xina	43	Home
Canyelles	Xina	7	Home
les Roquetes	Xina	61	Home
Verdun	Xina	87	Home
la Prosperitat	Xina	181	Home
la Trinitat Nova	Xina	25	Home
Torre Baro	Xina	3	Home
Ciutat Meridiana	Xina	30	Home
Vallbona	Xina	6	Home
la Trinitat Vella	Xina	35	Home
Baro de Viver	Xina	9	Home
el Bon Pastor	Xina	65	Home
Sant Andreu	Xina	212	Home
la Sagrera	Xina	266	Home
el Congres i els Indians	Xina	116	Home
Navas	Xina	265	Home
el Camp del Arpa del Clot	Xina	328	Home
el Clot	Xina	229	Home
el Parcila Llacuna del Poblenou	Xina	172	Home
la Vila Olimpica del Poblenou	Xina	20	Home
el Poblenou	Xina	192	Home
Diagonal Mariel Front Maritim del Poblenou	Xina	74	Home
el Besos i el Maresme	Xina	210	Home
Provençals del Poblenou	Xina	129	Home
Sant Marti de Provençals	Xina	347	Home
la Verneda i la Pau	Xina	347	Home
el Raval	Pakistan	3.227	Home
el Barri Gotic	Pakistan	1.37	Home
la Barceloneta	Pakistan	352	Home
Sant Pere Santa Caterina i la Ribera	Pakistan	271	Home
el Fort Pienc	Pakistan	190	Home
la Sagrada Familia	Pakistan	121	Home
la Dreta del Eixample	Pakistan	45	Home
l Antiga Esquerra del Eixample	Pakistan	101	Home
la Nova Esquerra del Eixample	Pakistan	123	Home
Sant Antoni	Pakistan	321	Home
el Poble Sec- A E I Parc Montjuïc	Pakistan	1.11	Home
la Marina del Prat Vermell- A E I Zona Franca	Pakistan	0	Home
la Marina de Port	Pakistan	221	Home
la Font de la Guatlla	Pakistan	82	Home
Hostafrancs	Pakistan	228	Home
la Bordeta	Pakistan	76	Home
Sants- Badal	Pakistan	158	Home
Sants	Pakistan	439	Home
les Corts	Pakistan	69	Home
la Maternitat i Sant Ramon	Pakistan	33	Home
Pedralbes	Pakistan	3	Home
Vallvidrerael Tibidabo i les Planes	Pakistan	1	Home
Sarria	Pakistan	16	Home
les Tres Torres	Pakistan	3	Home
Sant Gervasi-la Bonanova	Pakistan	29	Home
Sant Gervasi- Galvany	Pakistan	43	Home
el Putxet i el Farro	Pakistan	34	Home
Vallcarca i els Penitents	Pakistan	70	Home
el Coll	Pakistan	36	Home
la Salut	Pakistan	32	Home
la Vila de Gracia	Pakistan	148	Home
el Campden Grassot i Gracia Nova	Pakistan	108	Home
el Baix Guinardo	Pakistan	71	Home
Can Baro	Pakistan	45	Home
el Guinardo	Pakistan	116	Home
la Font d en Fargues	Pakistan	1	Home
el Carmel	Pakistan	227	Home
la Teixonera	Pakistan	73	Home
Sant Genis dels Agudells	Pakistan	15	Home
Montbau	Pakistan	20	Home
la Vall d Hebron	Pakistan	0	Home
la Clota	Pakistan	19	Home
Horta	Pakistan	138	Home
Vilapicina i la Torre Llobeta	Pakistan	120	Home
Porta	Pakistan	193	Home
el Turo de la Peira	Pakistan	228	Home
Can Peguera	Pakistan	2	Home
la Guineueta	Pakistan	26	Home
Canyelles	Pakistan	8	Home
les Roquetes	Pakistan	193	Home
Verdun	Pakistan	92	Home
la Prosperitat	Pakistan	146	Home
la Trinitat Nova	Pakistan	135	Home
Torre Baro	Pakistan	11	Home
Ciutat Meridiana	Pakistan	310	Home
Vallbona	Pakistan	18	Home
la Trinitat Vella	Pakistan	518	Home
Baro de Viver	Pakistan	11	Home
el Bon Pastor	Pakistan	208	Home
Sant Andreu	Pakistan	132	Home
la Sagrera	Pakistan	58	Home
el Congres i els Indians	Pakistan	37	Home
Navas	Pakistan	61	Home
el Camp del Arpa del Clot	Pakistan	195	Home
el Clot	Pakistan	100	Home
el Parcila Llacuna del Poblenou	Pakistan	74	Home
la Vila Olimpica del Poblenou	Pakistan	18	Home
el Poblenou	Pakistan	257	Home
Diagonal Mariel Front Maritim del Poblenou	Pakistan	36	Home
el Besos i el Maresme	Pakistan	1.685	Home
Provençals del Poblenou	Pakistan	114	Home
Sant Marti de Provençals	Pakistan	86	Home
la Verneda i la Pau	Pakistan	146	Home
el Raval	Filipines	1.81	Home
el Barri Gotic	Filipines	137	Home
la Barceloneta	Filipines	8	Home
Sant Pere Santa Caterina i la Ribera	Filipines	125	Home
el Fort Pienc	Filipines	21	Home
la Sagrada Familia	Filipines	43	Home
la Dreta del Eixample	Filipines	30	Home
l Antiga Esquerra del Eixample	Filipines	125	Home
la Nova Esquerra del Eixample	Filipines	167	Home
Sant Antoni	Filipines	288	Home
el Poble Sec- A E I Parc Montjuïc	Filipines	446	Home
la Marina del Prat Vermell- A E I Zona Franca	Filipines	0	Home
la Marina de Port	Filipines	180	Home
la Font de la Guatlla	Filipines	9	Home
Hostafrancs	Filipines	33	Home
la Bordeta	Filipines	26	Home
Sants- Badal	Filipines	36	Home
Sants	Filipines	43	Home
les Corts	Filipines	14	Home
la Maternitat i Sant Ramon	Filipines	6	Home
Pedralbes	Filipines	7	Home
Vallvidrerael Tibidabo i les Planes	Filipines	0	Home
Sarria	Filipines	14	Home
les Tres Torres	Filipines	11	Home
Sant Gervasi-la Bonanova	Filipines	18	Home
Sant Gervasi- Galvany	Filipines	44	Home
el Putxet i el Farro	Filipines	15	Home
Vallcarca i els Penitents	Filipines	8	Home
el Coll	Filipines	5	Home
la Salut	Filipines	5	Home
la Vila de Gracia	Filipines	28	Home
el Campden Grassot i Gracia Nova	Filipines	14	Home
el Baix Guinardo	Filipines	2	Home
Can Baro	Filipines	1	Home
el Guinardo	Filipines	11	Home
la Font d en Fargues	Filipines	2	Home
el Carmel	Filipines	12	Home
la Teixonera	Filipines	3	Home
Sant Genis dels Agudells	Filipines	0	Home
Montbau	Filipines	0	Home
la Vall d Hebron	Filipines	1	Home
la Clota	Filipines	0	Home
Horta	Filipines	42	Home
Vilapicina i la Torre Llobeta	Filipines	9	Home
Porta	Filipines	19	Home
el Turo de la Peira	Filipines	0	Home
Can Peguera	Filipines	0	Home
la Guineueta	Filipines	7	Home
Canyelles	Filipines	0	Home
les Roquetes	Filipines	6	Home
Verdun	Filipines	21	Home
la Prosperitat	Filipines	10	Home
la Trinitat Nova	Filipines	0	Home
Torre Baro	Filipines	3	Home
Ciutat Meridiana	Filipines	3	Home
Vallbona	Filipines	0	Home
la Trinitat Vella	Filipines	3	Home
Baro de Viver	Filipines	0	Home
el Bon Pastor	Filipines	2	Home
Sant Andreu	Filipines	8	Home
la Sagrera	Filipines	14	Home
el Congres i els Indians	Filipines	1	Home
Navas	Filipines	10	Home
el Camp del Arpa del Clot	Filipines	25	Home
el Clot	Filipines	13	Home
el Parcila Llacuna del Poblenou	Filipines	12	Home
la Vila Olimpica del Poblenou	Filipines	0	Home
el Poblenou	Filipines	5	Home
Diagonal Mariel Front Maritim del Poblenou	Filipines	2	Home
el Besos i el Maresme	Filipines	10	Home
Provençals del Poblenou	Filipines	5	Home
Sant Marti de Provençals	Filipines	9	Home
la Verneda i la Pau	Filipines	6	Home
el Raval	Índia	779	Home
el Barri Gotic	Índia	431	Home
la Barceloneta	Índia	64	Home
Sant Pere Santa Caterina i la Ribera	Índia	87	Home
el Fort Pienc	Índia	64	Home
la Sagrada Familia	Índia	111	Home
la Dreta del Eixample	Índia	65	Home
l Antiga Esquerra del Eixample	Índia	53	Home
la Nova Esquerra del Eixample	Índia	54	Home
Sant Antoni	Índia	88	Home
el Poble Sec- A E I Parc Montjuïc	Índia	561	Home
la Marina del Prat Vermell- A E I Zona Franca	Índia	0	Home
la Marina de Port	Índia	82	Home
la Font de la Guatlla	Índia	49	Home
Hostafrancs	Índia	84	Home
la Bordeta	Índia	103	Home
Sants- Badal	Índia	91	Home
Sants	Índia	251	Home
les Corts	Índia	73	Home
la Maternitat i Sant Ramon	Índia	43	Home
Pedralbes	Índia	5	Home
Vallvidrerael Tibidabo i les Planes	Índia	1	Home
Sarria	Índia	16	Home
les Tres Torres	Índia	14	Home
Sant Gervasi-la Bonanova	Índia	20	Home
Sant Gervasi- Galvany	Índia	41	Home
el Putxet i el Farro	Índia	33	Home
Vallcarca i els Penitents	Índia	44	Home
el Coll	Índia	6	Home
la Salut	Índia	31	Home
la Vila de Gracia	Índia	164	Home
el Campden Grassot i Gracia Nova	Índia	99	Home
el Baix Guinardo	Índia	26	Home
Can Baro	Índia	10	Home
el Guinardo	Índia	57	Home
la Font d en Fargues	Índia	10	Home
el Carmel	Índia	49	Home
la Teixonera	Índia	39	Home
Sant Genis dels Agudells	Índia	19	Home
Montbau	Índia	8	Home
la Vall d Hebron	Índia	12	Home
la Clota	Índia	0	Home
Horta	Índia	26	Home
Vilapicina i la Torre Llobeta	Índia	19	Home
Porta	Índia	91	Home
el Turo de la Peira	Índia	28	Home
Can Peguera	Índia	4	Home
la Guineueta	Índia	2	Home
Canyelles	Índia	1	Home
les Roquetes	Índia	105	Home
Verdun	Índia	44	Home
la Prosperitat	Índia	60	Home
la Trinitat Nova	Índia	46	Home
Torre Baro	Índia	0	Home
Ciutat Meridiana	Índia	41	Home
Vallbona	Índia	2	Home
la Trinitat Vella	Índia	62	Home
Baro de Viver	Índia	2	Home
el Bon Pastor	Índia	56	Home
Sant Andreu	Índia	22	Home
la Sagrera	Índia	42	Home
