Barris	Nacionalitat	Total	Genere
Provençals del Poblenou	Itàlia	207	Dona
Sant Marti de Provençals	Itàlia	132	Dona
la Verneda i la Pau	Itàlia	108	Dona
el Raval	França	416	Dona
el Barri Gotic	França	312	Dona
la Barceloneta	França	158	Dona
Sant Pere Santa Caterina i la Ribera	França	425	Dona
el Fort Pienc	França	292	Dona
la Sagrada Familia	França	272	Dona
la Dreta del Eixample	França	599	Dona
l Antiga Esquerra del Eixample	França	349	Dona
la Nova Esquerra del Eixample	França	302	Dona
Sant Antoni	França	262	Dona
el Poble Sec- A E I Parc Montjuïc	França	363	Dona
la Marina del Prat Vermell- A E I Zona Franca	França	0	Dona
la Marina de Port	França	42	Dona
la Font de la Guatlla	França	50	Dona
Hostafrancs	França	94	Dona
la Bordeta	França	52	Dona
Sants- Badal	França	59	Dona
Sants	França	202	Dona
les Corts	França	156	Dona
la Maternitat i Sant Ramon	França	77	Dona
Pedralbes	França	186	Dona
Vallvidrerael Tibidabo i les Planes	França	56	Dona
Sarria	França	346	Dona
les Tres Torres	França	91	Dona
Sant Gervasi-la Bonanova	França	138	Dona
Sant Gervasi- Galvany	França	309	Dona
el Putxet i el Farro	França	194	Dona
Vallcarca i els Penitents	França	65	Dona
el Coll	França	32	Dona
la Salut	França	52	Dona
la Vila de Gracia	França	595	Dona
el Campden Grassot i Gracia Nova	França	209	Dona
el Baix Guinardo	França	94	Dona
Can Baro	França	41	Dona
el Guinardo	França	126	Dona
la Font d en Fargues	França	24	Dona
el Carmel	França	36	Dona
la Teixonera	França	25	Dona
Sant Genis dels Agudells	França	14	Dona
Montbau	França	5	Dona
la Vall d Hebron	França	10	Dona
la Clota	França	0	Dona
Horta	França	32	Dona
Vilapicina i la Torre Llobeta	França	31	Dona
Porta	França	23	Dona
el Turo de la Peira	França	19	Dona
Can Peguera	França	0	Dona
la Guineueta	França	18	Dona
Canyelles	França	2	Dona
les Roquetes	França	18	Dona
Verdun	França	13	Dona
la Prosperitat	França	17	Dona
la Trinitat Nova	França	0	Dona
Torre Baro	França	1	Dona
Ciutat Meridiana	França	1	Dona
Vallbona	França	1	Dona
la Trinitat Vella	França	3	Dona
Baro de Viver	França	0	Dona
el Bon Pastor	França	12	Dona
Sant Andreu	França	69	Dona
la Sagrera	França	46	Dona
el Congres i els Indians	França	29	Dona
Navas	França	44	Dona
el Camp del Arpa del Clot	França	165	Dona
el Clot	França	76	Dona
el Parcila Llacuna del Poblenou	França	102	Dona
la Vila Olimpica del Poblenou	França	81	Dona
el Poblenou	França	257	Dona
Diagonal Mariel Front Maritim del Poblenou	França	78	Dona
el Besos i el Maresme	França	23	Dona
Provençals del Poblenou	França	59	Dona
Sant Marti de Provençals	França	30	Dona
la Verneda i la Pau	França	27	Dona
el Raval	RegneUnit	242	Dona
el Barri Gotic	RegneUnit	179	Dona
la Barceloneta	RegneUnit	98	Dona
Sant Pere Santa Caterina i la Ribera	RegneUnit	264	Dona
el Fort Pienc	RegneUnit	100	Dona
la Sagrada Familia	RegneUnit	117	Dona
la Dreta del Eixample	RegneUnit	211	Dona
l Antiga Esquerra del Eixample	RegneUnit	147	Dona
la Nova Esquerra del Eixample	RegneUnit	133	Dona
Sant Antoni	RegneUnit	148	Dona
el Poble Sec- A E I Parc Montjuïc	RegneUnit	161	Dona
la Marina del Prat Vermell- A E I Zona Franca	RegneUnit	0	Dona
la Marina de Port	RegneUnit	15	Dona
la Font de la Guatlla	RegneUnit	20	Dona
Hostafrancs	RegneUnit	31	Dona
la Bordeta	RegneUnit	17	Dona
Sants- Badal	RegneUnit	15	Dona
Sants	RegneUnit	70	Dona
les Corts	RegneUnit	45	Dona
la Maternitat i Sant Ramon	RegneUnit	18	Dona
Pedralbes	RegneUnit	34	Dona
Vallvidrerael Tibidabo i les Planes	RegneUnit	32	Dona
Sarria	RegneUnit	63	Dona
les Tres Torres	RegneUnit	29	Dona
Sant Gervasi-la Bonanova	RegneUnit	41	Dona
Sant Gervasi- Galvany	RegneUnit	90	Dona
el Putxet i el Farro	RegneUnit	75	Dona
Vallcarca i els Penitents	RegneUnit	45	Dona
el Coll	RegneUnit	19	Dona
la Salut	RegneUnit	36	Dona
la Vila de Gracia	RegneUnit	263	Dona
el Campden Grassot i Gracia Nova	RegneUnit	80	Dona
el Baix Guinardo	RegneUnit	35	Dona
Can Baro	RegneUnit	12	Dona
el Guinardo	RegneUnit	40	Dona
la Font d en Fargues	RegneUnit	12	Dona
el Carmel	RegneUnit	22	Dona
la Teixonera	RegneUnit	7	Dona
Sant Genis dels Agudells	RegneUnit	3	Dona
Montbau	RegneUnit	5	Dona
la Vall d Hebron	RegneUnit	3	Dona
la Clota	RegneUnit	0	Dona
Horta	RegneUnit	8	Dona
Vilapicina i la Torre Llobeta	RegneUnit	13	Dona
Porta	RegneUnit	11	Dona
el Turo de la Peira	RegneUnit	7	Dona
Can Peguera	RegneUnit	1	Dona
la Guineueta	RegneUnit	2	Dona
Canyelles	RegneUnit	2	Dona
les Roquetes	RegneUnit	6	Dona
Verdun	RegneUnit	3	Dona
la Prosperitat	RegneUnit	10	Dona
la Trinitat Nova	RegneUnit	2	Dona
Torre Baro	RegneUnit	0	Dona
Ciutat Meridiana	RegneUnit	4	Dona
Vallbona	RegneUnit	0	Dona
la Trinitat Vella	RegneUnit	4	Dona
Baro de Viver	RegneUnit	0	Dona
el Bon Pastor	RegneUnit	2	Dona
Sant Andreu	RegneUnit	40	Dona
la Sagrera	RegneUnit	17	Dona
el Congres i els Indians	RegneUnit	6	Dona
Navas	RegneUnit	18	Dona
el Camp del Arpa del Clot	RegneUnit	81	Dona
el Clot	RegneUnit	42	Dona
el Parcila Llacuna del Poblenou	RegneUnit	59	Dona
la Vila Olimpica del Poblenou	RegneUnit	31	Dona
el Poblenou	RegneUnit	144	Dona
Diagonal Mariel Front Maritim del Poblenou	RegneUnit	42	Dona
el Besos i el Maresme	RegneUnit	15	Dona
Provençals del Poblenou	RegneUnit	29	Dona
Sant Marti de Provençals	RegneUnit	15	Dona
la Verneda i la Pau	RegneUnit	6	Dona
el Raval	Alemanya	218	Dona
el Barri Gotic	Alemanya	143	Dona
la Barceloneta	Alemanya	107	Dona
Sant Pere Santa Caterina i la Ribera	Alemanya	217	Dona
el Fort Pienc	Alemanya	119	Dona
la Sagrada Familia	Alemanya	106	Dona
la Dreta del Eixample	Alemanya	222	Dona
l Antiga Esquerra del Eixample	Alemanya	179	Dona
la Nova Esquerra del Eixample	Alemanya	131	Dona
Sant Antoni	Alemanya	143	Dona
el Poble Sec- A E I Parc Montjuïc	Alemanya	162	Dona
la Marina del Prat Vermell- A E I Zona Franca	Alemanya	1	Dona
la Marina de Port	Alemanya	16	Dona
la Font de la Guatlla	Alemanya	15	Dona
Hostafrancs	Alemanya	36	Dona
la Bordeta	Alemanya	22	Dona
Sants- Badal	Alemanya	24	Dona
Sants	Alemanya	80	Dona
les Corts	Alemanya	70	Dona
la Maternitat i Sant Ramon	Alemanya	30	Dona
Pedralbes	Alemanya	38	Dona
Vallvidrerael Tibidabo i les Planes	Alemanya	26	Dona
Sarria	Alemanya	71	Dona
les Tres Torres	Alemanya	46	Dona
Sant Gervasi-la Bonanova	Alemanya	80	Dona
Sant Gervasi- Galvany	Alemanya	143	Dona
el Putxet i el Farro	Alemanya	91	Dona
Vallcarca i els Penitents	Alemanya	50	Dona
el Coll	Alemanya	14	Dona
la Salut	Alemanya	46	Dona
la Vila de Gracia	Alemanya	253	Dona
el Campden Grassot i Gracia Nova	Alemanya	61	Dona
el Baix Guinardo	Alemanya	31	Dona
Can Baro	Alemanya	32	Dona
el Guinardo	Alemanya	53	Dona
la Font d en Fargues	Alemanya	9	Dona
el Carmel	Alemanya	27	Dona
la Teixonera	Alemanya	10	Dona
Sant Genis dels Agudells	Alemanya	11	Dona
Montbau	Alemanya	2	Dona
la Vall d Hebron	Alemanya	7	Dona
la Clota	Alemanya	0	Dona
Horta	Alemanya	25	Dona
Vilapicina i la Torre Llobeta	Alemanya	20	Dona
Porta	Alemanya	14	Dona
el Turo de la Peira	Alemanya	7	Dona
Can Peguera	Alemanya	0	Dona
la Guineueta	Alemanya	9	Dona
Canyelles	Alemanya	1	Dona
les Roquetes	Alemanya	2	Dona
Verdun	Alemanya	4	Dona
la Prosperitat	Alemanya	13	Dona
la Trinitat Nova	Alemanya	2	Dona
Torre Baro	Alemanya	1	Dona
Ciutat Meridiana	Alemanya	3	Dona
Vallbona	Alemanya	1	Dona
la Trinitat Vella	Alemanya	3	Dona
Baro de Viver	Alemanya	2	Dona
el Bon Pastor	Alemanya	13	Dona
Sant Andreu	Alemanya	29	Dona
la Sagrera	Alemanya	28	Dona
el Congres i els Indians	Alemanya	15	Dona
Navas	Alemanya	16	Dona
el Camp del Arpa del Clot	Alemanya	81	Dona
el Clot	Alemanya	32	Dona
el Parcila Llacuna del Poblenou	Alemanya	56	Dona
la Vila Olimpica del Poblenou	Alemanya	40	Dona
el Poblenou	Alemanya	168	Dona
Diagonal Mariel Front Maritim del Poblenou	Alemanya	44	Dona
el Besos i el Maresme	Alemanya	14	Dona
Provençals del Poblenou	Alemanya	35	Dona
Sant Marti de Provençals	Alemanya	21	Dona
la Verneda i la Pau	Alemanya	13	Dona
el Raval	Romania	162	Dona
el Barri Gotic	Romania	93	Dona
la Barceloneta	Romania	57	Dona
Sant Pere Santa Caterina i la Ribera	Romania	86	Dona
el Fort Pienc	Romania	78	Dona
la Sagrada Familia	Romania	117	Dona
la Dreta del Eixample	Romania	68	Dona
l Antiga Esquerra del Eixample	Romania	89	Dona
la Nova Esquerra del Eixample	Romania	154	Dona
Sant Antoni	Romania	72	Dona
el Poble Sec- A E I Parc Montjuïc	Romania	91	Dona
la Marina del Prat Vermell- A E I Zona Franca	Romania	2	Dona
la Marina de Port	Romania	90	Dona
la Font de la Guatlla	Romania	43	Dona
Hostafrancs	Romania	64	Dona
la Bordeta	Romania	41	Dona
Sants- Badal	Romania	100	Dona
Sants	Romania	144	Dona
les Corts	Romania	79	Dona
la Maternitat i Sant Ramon	Romania	29	Dona
Pedralbes	Romania	21	Dona
Vallvidrerael Tibidabo i les Planes	Romania	10	Dona
Sarria	Romania	15	Dona
les Tres Torres	Romania	4	Dona
Sant Gervasi-la Bonanova	Romania	49	Dona
Sant Gervasi- Galvany	Romania	54	Dona
el Putxet i el Farro	Romania	51	Dona
Vallcarca i els Penitents	Romania	28	Dona
el Coll	Romania	30	Dona
la Salut	Romania	29	Dona
la Vila de Gracia	Romania	83	Dona
el Campden Grassot i Gracia Nova	Romania	100	Dona
el Baix Guinardo	Romania	61	Dona
Can Baro	Romania	18	Dona
el Guinardo	Romania	103	Dona
la Font d en Fargues	Romania	21	Dona
el Carmel	Romania	107	Dona
la Teixonera	Romania	28	Dona
Sant Genis dels Agudells	Romania	7	Dona
Montbau	Romania	13	Dona
la Vall d Hebron	Romania	16	Dona
la Clota	Romania	0	Dona
Horta	Romania	93	Dona
Vilapicina i la Torre Llobeta	Romania	50	Dona
Porta	Romania	81	Dona
el Turo de la Peira	Romania	45	Dona
Can Peguera	Romania	4	Dona
la Guineueta	Romania	50	Dona
Canyelles	Romania	13	Dona
les Roquetes	Romania	100	Dona
Verdun	Romania	34	Dona
la Prosperitat	Romania	65	Dona
la Trinitat Nova	Romania	30	Dona
Torre Baro	Romania	6	Dona
Ciutat Meridiana	Romania	40	Dona
Vallbona	Romania	1	Dona
la Trinitat Vella	Romania	66	Dona
Baro de Viver	Romania	9	Dona
el Bon Pastor	Romania	45	Dona
Sant Andreu	Romania	73	Dona
la Sagrera	Romania	69	Dona
el Congres i els Indians	Romania	36	Dona
Navas	Romania	74	Dona
el Camp del Arpa del Clot	Romania	77	Dona
el Clot	Romania	74	Dona
el Parcila Llacuna del Poblenou	Romania	50	Dona
la Vila Olimpica del Poblenou	Romania	21	Dona
el Poblenou	Romania	68	Dona
Diagonal Mariel Front Maritim del Poblenou	Romania	37	Dona
el Besos i el Maresme	Romania	171	Dona
Provençals del Poblenou	Romania	74	Dona
Sant Marti de Provençals	Romania	71	Dona
la Verneda i la Pau	Romania	72	Dona
el Raval	Rússia	133	Dona
el Barri Gotic	Rússia	112	Dona
la Barceloneta	Rússia	71	Dona
Sant Pere Santa Caterina i la Ribera	Rússia	143	Dona
el Fort Pienc	Rússia	89	Dona
la Sagrada Familia	Rússia	150	Dona
la Dreta del Eixample	Rússia	196	Dona
l Antiga Esquerra del Eixample	Rússia	149	Dona
la Nova Esquerra del Eixample	Rússia	182	Dona
Sant Antoni	Rússia	109	Dona
el Poble Sec- A E I Parc Montjuïc	Rússia	95	Dona
la Marina del Prat Vermell- A E I Zona Franca	Rússia	3	Dona
la Marina de Port	Rússia	76	Dona
la Font de la Guatlla	Rússia	53	Dona
Hostafrancs	Rússia	69	Dona
la Bordeta	Rússia	22	Dona
Sants- Badal	Rússia	59	Dona
Sants	Rússia	89	Dona
les Corts	Rússia	110	Dona
la Maternitat i Sant Ramon	Rússia	65	Dona
Pedralbes	Rússia	106	Dona
Vallvidrerael Tibidabo i les Planes	Rússia	21	Dona
Sarria	Rússia	81	Dona
les Tres Torres	Rússia	39	Dona
Sant Gervasi-la Bonanova	Rússia	100	Dona
Sant Gervasi- Galvany	Rússia	141	Dona
el Putxet i el Farro	Rússia	94	Dona
Vallcarca i els Penitents	Rússia	58	Dona
el Coll	Rússia	23	Dona
la Salut	Rússia	40	Dona
la Vila de Gracia	Rússia	111	Dona
el Campden Grassot i Gracia Nova	Rússia	84	Dona
el Baix Guinardo	Rússia	44	Dona
Can Baro	Rússia	28	Dona
el Guinardo	Rússia	90	Dona
la Font d en Fargues	Rússia	12	Dona
el Carmel	Rússia	103	Dona
la Teixonera	Rússia	35	Dona
Sant Genis dels Agudells	Rússia	20	Dona
Montbau	Rússia	12	Dona
la Vall d Hebron	Rússia	18	Dona
la Clota	Rússia	1	Dona
Horta	Rússia	40	Dona
Vilapicina i la Torre Llobeta	Rússia	51	Dona
Porta	Rússia	87	Dona
el Turo de la Peira	Rússia	36	Dona
Can Peguera	Rússia	5	Dona
la Guineueta	Rússia	24	Dona
Canyelles	Rússia	8	Dona
les Roquetes	Rússia	50	Dona
Verdun	Rússia	39	Dona
la Prosperitat	Rússia	34	Dona
la Trinitat Nova	Rússia	27	Dona
Torre Baro	Rússia	4	Dona
Ciutat Meridiana	Rússia	46	Dona
Vallbona	Rússia	6	Dona
la Trinitat Vella	Rússia	29	Dona
Baro de Viver	Rússia	7	Dona
el Bon Pastor	Rússia	24	Dona
Sant Andreu	Rússia	73	Dona
la Sagrera	Rússia	85	Dona
el Congres i els Indians	Rússia	45	Dona
Navas	Rússia	50	Dona
el Camp del Arpa del Clot	Rússia	95	Dona
el Clot	Rússia	54	Dona
el Parcila Llacuna del Poblenou	Rússia	64	Dona
la Vila Olimpica del Poblenou	Rússia	47	Dona
el Poblenou	Rússia	156	Dona
Diagonal Mariel Front Maritim del Poblenou	Rússia	200	Dona
el Besos i el Maresme	Rússia	204	Dona
Provençals del Poblenou	Rússia	98	Dona
Sant Marti de Provençals	Rússia	72	Dona
la Verneda i la Pau	Rússia	76	Dona
el Raval	Portugal	89	Dona
el Barri Gotic	Portugal	44	Dona
la Barceloneta	Portugal	67	Dona
Sant Pere Santa Caterina i la Ribera	Portugal	80	Dona
el Fort Pienc	Portugal	68	Dona
la Sagrada Familia	Portugal	138	Dona
la Dreta del Eixample	Portugal	106	Dona
l Antiga Esquerra del Eixample	Portugal	107	Dona
la Nova Esquerra del Eixample	Portugal	106	Dona
Sant Antoni	Portugal	85	Dona
el Poble Sec- A E I Parc Montjuïc	Portugal	78	Dona
la Marina del Prat Vermell- A E I Zona Franca	Portugal	0	Dona
la Marina de Port	Portugal	29	Dona
la Font de la Guatlla	Portugal	21	Dona
Hostafrancs	Portugal	26	Dona
la Bordeta	Portugal	14	Dona
Sants- Badal	Portugal	32	Dona
Sants	Portugal	72	Dona
les Corts	Portugal	67	Dona
la Maternitat i Sant Ramon	Portugal	27	Dona
Pedralbes	Portugal	12	Dona
Vallvidrerael Tibidabo i les Planes	Portugal	4	Dona
Sarria	Portugal	19	Dona
les Tres Torres	Portugal	22	Dona
Sant Gervasi-la Bonanova	Portugal	24	Dona
Sant Gervasi- Galvany	Portugal	60	Dona
el Putxet i el Farro	Portugal	72	Dona
Vallcarca i els Penitents	Portugal	25	Dona
el Coll	Portugal	9	Dona
la Salut	Portugal	20	Dona
la Vila de Gracia	Portugal	133	Dona
el Campden Grassot i Gracia Nova	Portugal	66	Dona
el Baix Guinardo	Portugal	35	Dona
Can Baro	Portugal	8	Dona
el Guinardo	Portugal	57	Dona
la Font d en Fargues	Portugal	7	Dona
el Carmel	Portugal	33	Dona
la Teixonera	Portugal	20	Dona
Sant Genis dels Agudells	Portugal	6	Dona
Montbau	Portugal	8	Dona
la Vall d Hebron	Portugal	2	Dona
la Clota	Portugal	0	Dona
Horta	Portugal	15	Dona
Vilapicina i la Torre Llobeta	Portugal	17	Dona
Porta	Portugal	23	Dona
el Turo de la Peira	Portugal	14	Dona
Can Peguera	Portugal	1	Dona
la Guineueta	Portugal	5	Dona
Canyelles	Portugal	1	Dona
les Roquetes	Portugal	7	Dona
Verdun	Portugal	15	Dona
la Prosperitat	Portugal	16	Dona
la Trinitat Nova	Portugal	4	Dona
Torre Baro	Portugal	9	Dona
Ciutat Meridiana	Portugal	8	Dona
Vallbona	Portugal	1	Dona
la Trinitat Vella	Portugal	9	Dona
Baro de Viver	Portugal	3	Dona
el Bon Pastor	Portugal	18	Dona
Sant Andreu	Portugal	38	Dona
la Sagrera	Portugal	28	Dona
el Congres i els Indians	Portugal	11	Dona
Navas	Portugal	25	Dona
el Camp del Arpa del Clot	Portugal	58	Dona
el Clot	Portugal	49	Dona
el Parcila Llacuna del Poblenou	Portugal	21	Dona
la Vila Olimpica del Poblenou	Portugal	19	Dona
el Poblenou	Portugal	68	Dona
Diagonal Mariel Front Maritim del Poblenou	Portugal	26	Dona
el Besos i el Maresme	Portugal	26	Dona
Provençals del Poblenou	Portugal	31	Dona
Sant Marti de Provençals	Portugal	31	Dona
la Verneda i la Pau	Portugal	13	Dona
el Raval	Ucraïna	82	Dona
el Barri Gotic	Ucraïna	46	Dona
la Barceloneta	Ucraïna	44	Dona
Sant Pere Santa Caterina i la Ribera	Ucraïna	58	Dona
el Fort Pienc	Ucraïna	69	Dona
la Sagrada Familia	Ucraïna	78	Dona
la Dreta del Eixample	Ucraïna	60	Dona
l Antiga Esquerra del Eixample	Ucraïna	66	Dona
la Nova Esquerra del Eixample	Ucraïna	75	Dona
Sant Antoni	Ucraïna	40	Dona
el Poble Sec- A E I Parc Montjuïc	Ucraïna	42	Dona
la Marina del Prat Vermell- A E I Zona Franca	Ucraïna	0	Dona
la Marina de Port	Ucraïna	47	Dona
la Font de la Guatlla	Ucraïna	19	Dona
Hostafrancs	Ucraïna	24	Dona
la Bordeta	Ucraïna	19	Dona
Sants- Badal	Ucraïna	42	Dona
Sants	Ucraïna	64	Dona
les Corts	Ucraïna	66	Dona
la Maternitat i Sant Ramon	Ucraïna	38	Dona
Pedralbes	Ucraïna	25	Dona
Vallvidrerael Tibidabo i les Planes	Ucraïna	2	Dona
Sarria	Ucraïna	35	Dona
les Tres Torres	Ucraïna	11	Dona
Sant Gervasi-la Bonanova	Ucraïna	26	Dona
Sant Gervasi- Galvany	Ucraïna	45	Dona
el Putxet i el Farro	Ucraïna	21	Dona
Vallcarca i els Penitents	Ucraïna	30	Dona
el Coll	Ucraïna	15	Dona
la Salut	Ucraïna	7	Dona
la Vila de Gracia	Ucraïna	59	Dona
el Campden Grassot i Gracia Nova	Ucraïna	38	Dona
el Baix Guinardo	Ucraïna	33	Dona
Can Baro	Ucraïna	19	Dona
el Guinardo	Ucraïna	72	Dona
la Font d en Fargues	Ucraïna	12	Dona
el Carmel	Ucraïna	61	Dona
la Teixonera	Ucraïna	27	Dona
Sant Genis dels Agudells	Ucraïna	29	Dona
Montbau	Ucraïna	10	Dona
la Vall d Hebron	Ucraïna	14	Dona
la Clota	Ucraïna	0	Dona
Horta	Ucraïna	49	Dona
Vilapicina i la Torre Llobeta	Ucraïna	54	Dona
Porta	Ucraïna	61	Dona
el Turo de la Peira	Ucraïna	44	Dona
Can Peguera	Ucraïna	4	Dona
la Guineueta	Ucraïna	42	Dona
Canyelles	Ucraïna	9	Dona
les Roquetes	Ucraïna	54	Dona
Verdun	Ucraïna	42	Dona
la Prosperitat	Ucraïna	51	Dona
la Trinitat Nova	Ucraïna	38	Dona
Torre Baro	Ucraïna	2	Dona
Ciutat Meridiana	Ucraïna	31	Dona
Vallbona	Ucraïna	6	Dona
la Trinitat Vella	Ucraïna	28	Dona
Baro de Viver	Ucraïna	4	Dona
el Bon Pastor	Ucraïna	35	Dona
Sant Andreu	Ucraïna	72	Dona
la Sagrera	Ucraïna	55	Dona
el Congres i els Indians	Ucraïna	25	Dona
Navas	Ucraïna	43	Dona
el Camp del Arpa del Clot	Ucraïna	66	Dona
el Clot	Ucraïna	47	Dona
el Parcila Llacuna del Poblenou	Ucraïna	21	Dona
la Vila Olimpica del Poblenou	Ucraïna	21	Dona
el Poblenou	Ucraïna	38	Dona
Diagonal Mariel Front Maritim del Poblenou	Ucraïna	39	Dona
el Besos i el Maresme	Ucraïna	161	Dona
Provençals del Poblenou	Ucraïna	53	Dona
Sant Marti de Provençals	Ucraïna	52	Dona
la Verneda i la Pau	Ucraïna	68	Dona
el Raval	PaïsosBaixos	76	Dona
el Barri Gotic	PaïsosBaixos	88	Dona
la Barceloneta	PaïsosBaixos	53	Dona
Sant Pere Santa Caterina i la Ribera	PaïsosBaixos	99	Dona
el Fort Pienc	PaïsosBaixos	41	Dona
la Sagrada Familia	PaïsosBaixos	58	Dona
la Dreta del Eixample	PaïsosBaixos	100	Dona
l Antiga Esquerra del Eixample	PaïsosBaixos	76	Dona
la Nova Esquerra del Eixample	PaïsosBaixos	44	Dona
Sant Antoni	PaïsosBaixos	43	Dona
el Poble Sec- A E I Parc Montjuïc	PaïsosBaixos	47	Dona
la Marina del Prat Vermell- A E I Zona Franca	PaïsosBaixos	0	Dona
la Marina de Port	PaïsosBaixos	9	Dona
la Font de la Guatlla	PaïsosBaixos	4	Dona
Hostafrancs	PaïsosBaixos	19	Dona
la Bordeta	PaïsosBaixos	3	Dona
Sants- Badal	PaïsosBaixos	12	Dona
Sants	PaïsosBaixos	33	Dona
les Corts	PaïsosBaixos	24	Dona
la Maternitat i Sant Ramon	PaïsosBaixos	5	Dona
Pedralbes	PaïsosBaixos	4	Dona
Vallvidrerael Tibidabo i les Planes	PaïsosBaixos	13	Dona
Sarria	PaïsosBaixos	21	Dona
les Tres Torres	PaïsosBaixos	14	Dona
Sant Gervasi-la Bonanova	PaïsosBaixos	26	Dona
Sant Gervasi- Galvany	PaïsosBaixos	57	Dona
el Putxet i el Farro	PaïsosBaixos	28	Dona
Vallcarca i els Penitents	PaïsosBaixos	21	Dona
el Coll	PaïsosBaixos	2	Dona
la Salut	PaïsosBaixos	17	Dona
la Vila de Gracia	PaïsosBaixos	78	Dona
el Campden Grassot i Gracia Nova	PaïsosBaixos	22	Dona
el Baix Guinardo	PaïsosBaixos	9	Dona
Can Baro	PaïsosBaixos	3	Dona
el Guinardo	PaïsosBaixos	10	Dona
la Font d en Fargues	PaïsosBaixos	2	Dona
el Carmel	PaïsosBaixos	6	Dona
la Teixonera	PaïsosBaixos	4	Dona
Sant Genis dels Agudells	PaïsosBaixos	3	Dona
Montbau	PaïsosBaixos	0	Dona
la Vall d Hebron	PaïsosBaixos	0	Dona
la Clota	PaïsosBaixos	0	Dona
Horta	PaïsosBaixos	7	Dona
Vilapicina i la Torre Llobeta	PaïsosBaixos	8	Dona
Porta	PaïsosBaixos	8	Dona
el Turo de la Peira	PaïsosBaixos	4	Dona
Can Peguera	PaïsosBaixos	0	Dona
la Guineueta	PaïsosBaixos	7	Dona
Canyelles	PaïsosBaixos	0	Dona
les Roquetes	PaïsosBaixos	3	Dona
Verdun	PaïsosBaixos	4	Dona
la Prosperitat	PaïsosBaixos	7	Dona
la Trinitat Nova	PaïsosBaixos	1	Dona
Torre Baro	PaïsosBaixos	0	Dona
Ciutat Meridiana	PaïsosBaixos	2	Dona
Vallbona	PaïsosBaixos	1	Dona
la Trinitat Vella	PaïsosBaixos	7	Dona
Baro de Viver	PaïsosBaixos	3	Dona
el Bon Pastor	PaïsosBaixos	1	Dona
Sant Andreu	PaïsosBaixos	8	Dona
la Sagrera	PaïsosBaixos	10	Dona
el Congres i els Indians	PaïsosBaixos	3	Dona
Navas	PaïsosBaixos	6	Dona
el Camp del Arpa del Clot	PaïsosBaixos	36	Dona
el Clot	PaïsosBaixos	11	Dona
el Parcila Llacuna del Poblenou	PaïsosBaixos	20	Dona
la Vila Olimpica del Poblenou	PaïsosBaixos	15	Dona
el Poblenou	PaïsosBaixos	37	Dona
Diagonal Mariel Front Maritim del Poblenou	PaïsosBaixos	23	Dona
el Besos i el Maresme	PaïsosBaixos	4	Dona
Provençals del Poblenou	PaïsosBaixos	19	Dona
Sant Marti de Provençals	PaïsosBaixos	7	Dona
la Verneda i la Pau	PaïsosBaixos	4	Dona
el Raval	Polònia	90	Dona
el Barri Gotic	Polònia	53	Dona
la Barceloneta	Polònia	59	Dona
Sant Pere Santa Caterina i la Ribera	Polònia	77	Dona
el Fort Pienc	Polònia	62	Dona
la Sagrada Familia	Polònia	85	Dona
la Dreta del Eixample	Polònia	74	Dona
l Antiga Esquerra del Eixample	Polònia	65	Dona
la Nova Esquerra del Eixample	Polònia	70	Dona
Sant Antoni	Polònia	50	Dona
el Poble Sec- A E I Parc Montjuïc	Polònia	81	Dona
la Marina del Prat Vermell- A E I Zona Franca	Polònia	0	Dona
la Marina de Port	Polònia	28	Dona
la Font de la Guatlla	Polònia	22	Dona
Hostafrancs	Polònia	33	Dona
la Bordeta	Polònia	17	Dona
Sants- Badal	Polònia	25	Dona
Sants	Polònia	46	Dona
les Corts	Polònia	45	Dona
la Maternitat i Sant Ramon	Polònia	26	Dona
Pedralbes	Polònia	6	Dona
Vallvidrerael Tibidabo i les Planes	Polònia	4	Dona
Sarria	Polònia	22	Dona
les Tres Torres	Polònia	10	Dona
Sant Gervasi-la Bonanova	Polònia	19	Dona
Sant Gervasi- Galvany	Polònia	33	Dona
el Putxet i el Farro	Polònia	31	Dona
Vallcarca i els Penitents	Polònia	16	Dona
el Coll	Polònia	13	Dona
la Salut	Polònia	14	Dona
la Vila de Gracia	Polònia	86	Dona
el Campden Grassot i Gracia Nova	Polònia	50	Dona
el Baix Guinardo	Polònia	31	Dona
Can Baro	Polònia	13	Dona
el Guinardo	Polònia	47	Dona
la Font d en Fargues	Polònia	9	Dona
el Carmel	Polònia	42	Dona
la Teixonera	Polònia	9	Dona
Sant Genis dels Agudells	Polònia	8	Dona
Montbau	Polònia	2	Dona
la Vall d Hebron	Polònia	3	Dona
la Clota	Polònia	0	Dona
Horta	Polònia	18	Dona
Vilapicina i la Torre Llobeta	Polònia	14	Dona
Porta	Polònia	13	Dona
el Turo de la Peira	Polònia	4	Dona
Can Peguera	Polònia	1	Dona
la Guineueta	Polònia	13	Dona
Canyelles	Polònia	1	Dona
les Roquetes	Polònia	18	Dona
Verdun	Polònia	1	Dona
la Prosperitat	Polònia	9	Dona
la Trinitat Nova	Polònia	0	Dona
Torre Baro	Polònia	4	Dona
Ciutat Meridiana	Polònia	9	Dona
Vallbona	Polònia	2	Dona
la Trinitat Vella	Polònia	0	Dona
Baro de Viver	Polònia	0	Dona
el Bon Pastor	Polònia	9	Dona
Sant Andreu	Polònia	22	Dona
la Sagrera	Polònia	23	Dona
